url,is_phishing,hostname
http://allegrolokalnie.pl-ogloszenie95781242.cyou,1,allegrolokalnie.pl-ogloszenie95781242.cyou
https://www.kmvalue.cfd/zhodxmwohulhMqoetjeett,1,www.kmvalue.cfd
https://m0x7a9.lat/ny1qgmaa/EhjrVf/lDiUey,1,m0x7a9.lat
https://darrawli22940d.myportfolio.com/,1,darrawli22940d.myportfolio.com
thewritershost.com,0,thewritershost.com
i181536.net,0,i181536.net
https://zyyj97.webwave.dev,1,zyyj97.webwave.dev
https://pub-19adc4e57069479caeb411abf55506e5.r2.dev/1616pppp0910p.html,1,pub-19adc4e57069479caeb411abf55506e5.r2.dev
grammarist.com,0,grammarist.com
squirrel.rocks,0,squirrel.rocks
tjac.jus.br,0,tjac.jus.br
https://2f602l.share-eu1.hsforms.com/2bfpGC3C2S0S6kbj2vcRgLA,1,2f602l.share-eu1.hsforms.com
koneensaatio.fi,0,koneensaatio.fi
supersweepstotherescue.com,0,supersweepstotherescue.com
hrbykhl.com,0,hrbykhl.com
umov.me,0,umov.me
https://joescamp35662.activehosted.com/f/1,1,joescamp35662.activehosted.com
https://security.client-schwab20.cyou/Verification,1,security.client-schwab20.cyou
33i27p.com,0,33i27p.com
https://du-pa-co-online.weebly.com/,1,du-pa-co-online.weebly.com
comeuntochrist.org,0,comeuntochrist.org
https://uoptet.life/us?_eat=valid_20260215231329_40750bec745f916e6c51b2dee7937cfa&amp;_eat=valid_20260215231339_619a4248532d3026cc432a80f3288834,1,uoptet.life
https://ezobook.com/vv57,1,ezobook.com
unixathome.org,0,unixathome.org
https://uakwpwqcuwndz.firebaseapp.com/,1,uakwpwqcuwndz.firebaseapp.com
k-radio.ru,0,k-radio.ru
mrplan.es,0,mrplan.es
https://fidelitysafetyck.one/page.html,1,fidelitysafetyck.one
https://inv2023.web.app/,1,inv2023.web.app
indigosupplies.com,0,indigosupplies.com
https://credisegu26.webcindario.com/,1,credisegu26.webcindario.com
https://seasolutions.com/lonos/,1,seasolutions.com
https://microsoftword-signinwebpage.framer.website/,1,microsoftword-signinwebpage.framer.website
123ups.com,0,123ups.com
https://www.bnczxr.cfd/bncdpibnczxrMopbnczxrt25025,1,www.bnczxr.cfd
https://bafybeihqsfz4c5jqmr2jejdxob2xnmyxpxgz6akgz7s6dqp2fdlggjkzca.ipfs.dweb.link/,1,bafybeihqsfz4c5jqmr2jejdxob2xnmyxpxgz6akgz7s6dqp2fdlggjkzca.ipfs.dweb.link
https://better-changes-164053.framer.app/,1,better-changes-164053.framer.app
thitruongsi.com,0,thitruongsi.com
colsex.com,0,colsex.com
historia.id,0,historia.id
https://loadns.cc/GNJwdQl2.html,1,loadns.cc
https://wwxhajudjgwjklckvzgs9.firebaseapp.com/,1,wwxhajudjgwjklckvzgs9.firebaseapp.com
https://mobilebt-demo-accessxx.w3spaces.com/index.html,1,mobilebt-demo-accessxx.w3spaces.com
https://nightjar403.blob.core.windows.net/e3rrl5yld4/kMR7o5T.html,1,nightjar403.blob.core.windows.net
ra-telecom.network,0,ra-telecom.network
yashodahospital.com,0,yashodahospital.com
sarawak.gov.my,0,sarawak.gov.my
https://northwesterntheologicalseminary.info/it/,1,northwesterntheologicalseminary.info
clinicaavanttos.com.br,0,clinicaavanttos.com.br
https://c3ntral1nve3nt.weebly.com/,1,c3ntral1nve3nt.weebly.com
routerperformance.net,0,routerperformance.net
ultahosto.monster,0,ultahosto.monster
bflixhd.to,0,bflixhd.to
skwebline.net,0,skwebline.net
https://antitibadra00485.firebaseapp.com/,1,antitibadra00485.firebaseapp.com
https://id-review-case-10004285.firebaseapp.com/,1,id-review-case-10004285.firebaseapp.com
https://betg366.start.page/,1,betg366.start.page
unbelievable-facts.com,0,unbelievable-facts.com
utswmed.org,0,utswmed.org
libraryaware.com,0,libraryaware.com
mesdemoisellesparis.com,0,mesdemoisellesparis.com
soundgarden.no,0,soundgarden.no
https://pub-c77c23fb98e140f092f73fc61fdf3d0b.r2.dev/www.outlook.office365.cozsidAAQkADZiMjRkdgdMmYyLWY5gfdgdfZDktNGEzNS04ZWViLWVkMGVkMzk0MDk2ZQA.html,1,pub-c77c23fb98e140f092f73fc61fdf3d0b.r2.dev
akariy.com,0,akariy.com
urbandi.com,0,urbandi.com
https://serviziunir.weebly.com/,1,serviziunir.weebly.com
https://bafkreicbpfg7bbja3glds4kn3ibsjjakbrsqsspapp7cw4mihv3dfyw6zy.ipfs.dweb.link/,1,bafkreicbpfg7bbja3glds4kn3ibsjjakbrsqsspapp7cw4mihv3dfyw6zy.ipfs.dweb.link
betterrepack.com,0,betterrepack.com
callawayconnect.com,0,callawayconnect.com
royalworldhub.co.uk,0,royalworldhub.co.uk
https://feroplibreter.weebly.com/,1,feroplibreter.weebly.com
sparkfragtower.com,0,sparkfragtower.com
https://delicious-group-656545.framer.app/,1,delicious-group-656545.framer.app
global.edu.bd,0,global.edu.bd
jbedu.kr,0,jbedu.kr
historylatam.com,0,historylatam.com
arabo.com,0,arabo.com
8bqor.com,0,8bqor.com
https://redirection-b836d.web.app/,1,redirection-b836d.web.app
https://cincinatibell.weebly.com/,1,cincinatibell.weebly.com
https://ujdi5aynp6lx.vmboxserver.com/4a4fc0e1e1d1786997301f7210dcf430/,1,ujdi5aynp6lx.vmboxserver.com
lichthidau.com,0,lichthidau.com
jadwalbis.com,0,jadwalbis.com
https://ppopcn.zeabur.app/,1,ppopcn.zeabur.app
https://panini.direc-9472.pro/,1,panini.direc-9472.pro
https://smsa.webcindario.com/smsa/smsa/,1,smsa.webcindario.com
https://loginwebmailsredirectcleanaction.weebly.com/,1,loginwebmailsredirectcleanaction.weebly.com
fstbm.ac.ma,0,fstbm.ac.ma
688vplus.com,0,688vplus.com
https://www.tarwhisper.cfd/xmidycoczpkhMiptleavjt,1,www.tarwhisper.cfd
topgear.com.ph,0,topgear.com.ph
wtsbooks.com,0,wtsbooks.com
intercom03.ru,0,intercom03.ru
https://20-84-45-175.cprapid.com,1,20-84-45-175.cprapid.com
tsm-models.com,0,tsm-models.com
https://wasffw423wef956rt.boxmode.io/,1,wasffw423wef956rt.boxmode.io
https://connexionwebmailupjv.weebly.com/,1,connexionwebmailupjv.weebly.com
https://stationnement-gouv-amendes-fr.vitaporto.com.br/amendes/UIU/antai/redirect,1,stationnement-gouv-amendes-fr.vitaporto.com.br
wineinstitute.org,0,wineinstitute.org
sunvegascasino.com,0,sunvegascasino.com
mobilediscodirectory.co.uk,0,mobilediscodirectory.co.uk
moviesnexus.com,0,moviesnexus.com
https://myamericanbtbg-accsecfast.weebly.com/,1,myamericanbtbg-accsecfast.weebly.com
cobaltresources.co.uk,0,cobaltresources.co.uk
https://darb.qmobilitucs.com/,1,darb.qmobilitucs.com
rancher.com,0,rancher.com
https://mya-mamzon.mazenspiration.com,1,mya-mamzon.mazenspiration.com
https://capable-ocelot-936847.framer.app/,1,capable-ocelot-936847.framer.app
lenskart.io,0,lenskart.io
bramzq9.com,0,bramzq9.com
https://metta-helps.start.page/,1,metta-helps.start.page
nv.kz,0,nv.kz
radiokerry.ie,0,radiokerry.ie
https://bafkreiap36ifacb5gcnrhznxyzbf5qngibuz3lbh57ineazdeytrh6lwqu.ipfs.dweb.link/,1,bafkreiap36ifacb5gcnrhznxyzbf5qngibuz3lbh57ineazdeytrh6lwqu.ipfs.dweb.link
https://ff7ndr.webwave.dev/,1,ff7ndr.webwave.dev
wbshop.com,0,wbshop.com
https://stee669.wixsite.com/my-site,1,stee669.wixsite.com
https://bt-broadband-105174.weeblysite.com/,1,bt-broadband-105174.weeblysite.com
companisto.com,0,companisto.com
https://mrelais-lockerselect.com/login,1,mrelais-lockerselect.com
https://berlitnunbgg.web.app/,1,berlitnunbgg.web.app
https://bdvimpulsor.blob.core.windows.net/enlinea/bolivariano.html,1,bdvimpulsor.blob.core.windows.net
indianpharmajobs.in,0,indianpharmajobs.in
https://facbokhelp-centre.start.page/,1,facbokhelp-centre.start.page
mscore.ru,0,mscore.ru
https://jqoleqh.com/,1,jqoleqh.com
https://mtpost-id2871.firebaseapp.com/,1,mtpost-id2871.firebaseapp.com
https://app-store-download.web.app/,1,app-store-download.web.app
congcuxoso.com,0,congcuxoso.com
hostim.kg,0,hostim.kg
instargram.com,0,instargram.com
piteravto.ru,0,piteravto.ru
parallelparadise.online,0,parallelparadise.online
https://produvalidar94.webcindario.com,1,produvalidar94.webcindario.com
https://agol-c512c.firebaseapp.com/,1,agol-c512c.firebaseapp.com
https://afswkwveam.web.app/,1,afswkwveam.web.app
https://kq0hgp.webwave.dev/,1,kq0hgp.webwave.dev
invital.pl,0,invital.pl
https://xn--restelyllpitjntiedot-jzbdb.weebly.com/,1,xn--restelyllpitjntiedot-jzbdb.weebly.com
94spinmama97.com,0,94spinmama97.com
