url,normalized_url,host,is_phishing,feature_version,label_source,url_length,host_length,path_length,query_length,num_dots,num_hyphens,num_digits,num_special_chars,has_at,is_ip,uses_https,subdomain_count,path_depth,query_param_count,host_entropy,path_entropy,suspicious_token_count,brand_token_count,page_title_length,page_heading_count,form_count,login_form_present,password_field_count,input_field_count,nav_link_count,image_count,external_image_domain_count,form_action_count,free_host_flag,brand_candidate_count,detected_brand_present,brand_mismatch_flag,brand_path_match,brand_mention_count,suspicious_phrase_count,form_action_mismatch,no_navigation_menu_flag,heuristics_score,content_score,ssl_score,domain_age_score,threat_intel_score,unknown_check_count,content_available,password_on_http,content_keyword_flag,hidden_elements_flag,ssl_valid_cert,ssl_self_signed,ssl_old_protocol,domain_age_days,domain_age_known,threat_match_found,threat_positive_matches,threat_negative_matches
xnygyxjfmx.8888513-com0.top/,http://xnygyxjfmx.8888513-com0.top/,xnygyxjfmx.8888513-com0.top,1,ml_features_v2,netstar_csv,35.0,27.0,1.0,0.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.986188,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
gifi.fr,http://gifi.fr/,gifi.fr,0,ml_features_v2,netstar_csv,15.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235926,-0.0,0.0,0.0,68.0,12.0,4.0,1.0,0.0,6.0,582.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8833.0,1.0,0.0,0.0,0.0
www.google.com.kjhwlbe0noxpraus.fast-dns-host.com/,http://www.google.com.kjhwlbe0noxpraus.fast-dns-host.com/,www.google.com.kjhwlbe0noxpraus.fast-dns-host.com,1,ml_features_v2,netstar_csv,57.0,49.0,1.0,0.0,5.0,2.0,1.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,4.326559,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.0,1.0,0.0,0.0,0.0
cpi.ad.jp,http://cpi.ad.jp/,cpi.ad.jp,0,ml_features_v2,netstar_csv,17.0,9.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.725481,-0.0,0.0,0.0,51.0,4.0,2.0,1.0,0.0,2.0,38.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10204.0,1.0,0.0,0.0,0.0
fluke.com,http://fluke.com/,fluke.com,0,ml_features_v2,netstar_csv,17.0,9.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.169925,-0.0,0.0,0.0,62.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14406.0,1.0,0.0,0.0,0.0
pandahall.com,http://pandahall.com/,pandahall.com,0,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.180833,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8399.0,1.0,0.0,0.0,0.0
wpr.org,http://wpr.org/,wpr.org,0,ml_features_v2,netstar_csv,15.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521641,-0.0,0.0,0.0,33.0,12.0,2.0,1.0,0.0,16.0,61.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,85.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11151.0,1.0,0.0,0.0,0.0
bidvol.com,http://bidvol.com/,bidvol.com,0,ml_features_v2,netstar_csv,18.0,10.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.121928,-0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2386.0,1.0,0.0,0.0,0.0
unbxdapi.com,http://unbxdapi.com/,unbxdapi.com,0,ml_features_v2,netstar_csv,20.0,12.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.584963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4997.0,1.0,0.0,0.0,0.0
tadviser.ru,http://tadviser.ru/,tadviser.ru,0,ml_features_v2,netstar_csv,19.0,11.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.277613,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7629.0,1.0,0.0,0.0,0.0
cctv.cn,http://cctv.cn/,cctv.cn,0,ml_features_v2,netstar_csv,15.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128085,-0.0,0.0,0.0,28.0,12.0,1.0,1.0,1.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8428.0,1.0,0.0,0.0,0.0
e7-n8.productions/,http://e7-n8.productions/,e7-n8.productions,1,ml_features_v2,netstar_csv,25.0,17.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.852169,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28835523-29756-ex.unrertivermalous.com/,http://28835523-29756-ex.unrertivermalous.com/,28835523-29756-ex.unrertivermalous.com,1,ml_features_v2,netstar_csv,46.0,38.0,1.0,0.0,2.0,2.0,13.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.378992,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,1.0,0.0,0.0,0.0
www.pjm84yts5k.1114321com-dhxl.top/,http://www.pjm84yts5k.1114321com-dhxl.top/,www.pjm84yts5k.1114321com-dhxl.top,1,ml_features_v2,netstar_csv,42.0,34.0,1.0,0.0,3.0,1.0,10.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,4.278352,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
codycross.info,http://codycross.info/,codycross.info,0,ml_features_v2,netstar_csv,22.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.182006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lacentrale.fr,http://lacentrale.fr/,lacentrale.fr,0,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.085055,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10819.0,1.0,0.0,0.0,0.0
masterspro.app,http://masterspro.app/,masterspro.app,0,ml_features_v2,netstar_csv,22.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.039149,-0.0,0.0,0.0,46.0,2.0,1.0,1.0,0.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mjhkhh7aa4.292220com-dh.top/,http://mjhkhh7aa4.292220com-dh.top/,mjhkhh7aa4.292220com-dh.top,1,ml_features_v2,netstar_csv,35.0,27.0,1.0,0.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,3.865999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mydirtyhobby.de,http://mydirtyhobby.de/,mydirtyhobby.de,0,ml_features_v2,netstar_csv,23.0,15.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.323231,-0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
valonexus.sbs/,http://valonexus.sbs/,valonexus.sbs,1,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.334679,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ipaper.io,http://ipaper.io/,ipaper.io,0,ml_features_v2,netstar_csv,17.0,9.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725481,-0.0,0.0,0.0,49.0,12.0,0.0,0.0,0.0,0.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4571.0,1.0,0.0,0.0,0.0
tuxfamily.org,http://tuxfamily.org/,tuxfamily.org,0,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.70044,-0.0,0.0,0.0,39.0,9.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9687.0,1.0,0.0,0.0,0.0
29124650-31474-ex.uncilingalin.com/,http://29124650-31474-ex.uncilingalin.com/,29124650-31474-ex.uncilingalin.com,1,ml_features_v2,netstar_csv,42.0,34.0,1.0,0.0,2.0,2.0,13.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.314973,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,1.0,0.0,0.0,0.0
luovipmb4pt.xyz/,http://luovipmb4pt.xyz/,luovipmb4pt.xyz,1,ml_features_v2,netstar_csv,23.0,15.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.773557,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
man.eu,http://man.eu/,man.eu,0,ml_features_v2,netstar_csv,14.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.584963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
kt2fksifqd.8389966dhxl.shop/,http://kt2fksifqd.8389966dhxl.shop/,kt2fksifqd.8389966dhxl.shop,1,ml_features_v2,netstar_csv,35.0,27.0,1.0,0.0,2.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.088221,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
zkpst.hcm660.com/,http://zkpst.hcm660.com/,zkpst.hcm660.com,1,ml_features_v2,netstar_csv,24.0,16.0,1.0,0.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,1.0,0.0,0.0,0.0
8vewdu.zabiegwczechach.pl/,http://8vewdu.zabiegwczechach.pl/,8vewdu.zabiegwczechach.pl,1,ml_features_v2,netstar_csv,33.0,25.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.863465,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
livejournal.net,http://livejournal.net/,livejournal.net,0,ml_features_v2,netstar_csv,23.0,15.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.506891,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.0,1.0,0.0,0.0,0.0
skullgirlsmobile.com,http://skullgirlsmobile.com/,skullgirlsmobile.com,0,ml_features_v2,netstar_csv,28.0,20.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.521928,-0.0,0.0,0.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3283.0,1.0,0.0,0.0,0.0
cnh.com,http://cnh.com/,cnh.com,0,ml_features_v2,netstar_csv,15.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521641,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11247.0,1.0,0.0,0.0,0.0
unlimluck.io,http://unlimluck.io/,unlimluck.io,0,ml_features_v2,netstar_csv,20.0,12.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.084963,-0.0,0.0,0.0,51.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,265.0,1.0,0.0,0.0,0.0
secure-access-08ccbxsa01m9l3bd.fbmsg.xyz/,http://secure-access-08ccbxsa01m9l3bd.fbmsg.xyz/,secure-access-08ccbxsa01m9l3bd.fbmsg.xyz,1,ml_features_v2,netstar_csv,48.0,40.0,1.0,0.0,2.0,2.0,6.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.203702,-0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,1.0,0.0,0.0,0.0
ham.bclover.shop/,http://ham.bclover.shop/,ham.bclover.shop,1,ml_features_v2,netstar_csv,24.0,16.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.625,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
realclearpolitics.com,http://realclearpolitics.com/,realclearpolitics.com,0,ml_features_v2,netstar_csv,29.0,21.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.463281,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9559.0,1.0,0.0,0.0,0.0
zn43a32je4.3355799com-dh.top/,http://zn43a32je4.3355799com-dh.top/,zn43a32je4.3355799com-dh.top,1,ml_features_v2,netstar_csv,36.0,28.0,1.0,0.0,2.0,1.0,12.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.164498,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bestplaces.net,http://bestplaces.net/,bestplaces.net,0,ml_features_v2,netstar_csv,22.0,14.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.182006,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10421.0,1.0,0.0,0.0,0.0
hgphqw7ecd.2033898a1.top/,http://hgphqw7ecd.2033898a1.top/,hgphqw7ecd.2033898a1.top,1,ml_features_v2,netstar_csv,32.0,24.0,1.0,0.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.168296,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ugdtimg.com,http://ugdtimg.com/,ugdtimg.com,0,ml_features_v2,netstar_csv,19.0,11.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.095795,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.0,1.0,0.0,0.0,0.0
csei4htegp.3355799com-dh.top/,http://csei4htegp.3355799com-dh.top/,csei4htegp.3355799com-dh.top,1,ml_features_v2,netstar_csv,36.0,28.0,1.0,0.0,2.0,1.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.093069,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
bale.ai,http://bale.ai/,bale.ai,0,ml_features_v2,netstar_csv,15.0,7.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521641,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3034.0,1.0,0.0,0.0,0.0
net52.cc,http://net52.cc/,net52.cc,0,ml_features_v2,netstar_csv,16.0,8.0,1.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dnsomatic.com,http://dnsomatic.com/,dnsomatic.com,0,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.238901,-0.0,0.0,0.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6769.0,1.0,0.0,0.0,0.0
kwazkmybp6.2033898a1.top/,http://kwazkmybp6.2033898a1.top/,kwazkmybp6.2033898a1.top,1,ml_features_v2,netstar_csv,32.0,24.0,1.0,0.0,2.0,0.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.084963,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
meinestadt.de,http://meinestadt.de/,meinestadt.de,0,ml_features_v2,netstar_csv,21.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.026987,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
turningpointcounseling.co/,http://turningpointcounseling.co/,turningpointcounseling.co,1,ml_features_v2,netstar_csv,33.0,25.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47908,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antuit.ai,http://antuit.ai/,antuit.ai,0,ml_features_v2,netstar_csv,17.0,9.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.503258,-0.0,0.0,0.0,58.0,10.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2393.0,1.0,0.0,0.0,0.0
east.linkacn.info/,http://east.linkacn.info/,east.linkacn.info,1,ml_features_v2,netstar_csv,25.0,17.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,3.454822,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
